Player,Nation,,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1.3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Top5
V. Sultan,Rarita,,DFMF,Red Anchormen,No,No,RFL,20,1999,23.09,-0.03,0.52,0.21,28.6,0.66,0.18,0.03,0.2,9.05,0.08,-0.01,-0.05,0.06,0.17,0.1,0.03,-0.01,47.5,54.59,87.15,1057.89,285.5,11.97,13.28,89.93,26.65,28.62,93.36,8.4,11.89,72.12,0.05,-0.06,0.04,0.16,2.18,0.05,-0.02,2.1,2.49,1.22,1.66,0.83,0.12,0.57,1.24,48.29,0.73,16.56,5.1,30.83,8.78,6.64,0.95,2.27,0.9,0.08,1.17,1.87,4.27,4.5,0.05, , , , , , , , , , , , , , , , , , , ,No
H. Makumbi,Rarita,,FW,Red Anchormen,No,No,RFL,26,1993,34,0.46,3.02,1.25,42.89,3.07,1.37,0.14,0.37,12.63,-0.03,0.14,0.15,0.6,0.45,0.06,-0.05,0.02,11.36,14.91,76.38,154.34,25.76,6.65,8.54,77.95,3.32,3.91,81.53,0.66,0.89,81.5,0.22,0.22,0.03,0.92,0.56,0.45,0.05,0.84,0.71,0.43,0.16,0.35,0.27,0.11,0.81,19.95,0.69,17.9,5.03,28.38,0.9,7.7,9.22,0.55,0.29,-0.04,0.24,0.43,1.09,1.06,-0.04, , , , , , , , , , , , , , , , , , , ,No
A. Omar,Rarita,,GK,Red Anchormen,No,No,RFL,33,1986,2.93,-0.05,-0.02,0,,0.05,-0.07,,,,-0.02,0.08,0,0.05,-0.01,,-0.03,0.08,27.35,31.28,87.15,691.08,409.99,9.08,9.09,99.91,9.76,9.66,100.06,8.23,12.33,67.61,0.03,0.08,-0.01,0.1,0.07,-0.08,-0.03,0.08,0.05,0.08,0.03,-0.04,0.08,-0.01,-0.05,,0.09,0.34,0.28,100.1,0.41,0.07,0.09,0.05,0.05,-0.03,-0.02,0.07,-0.01,-0.05,-0.05,2.98,3.04,270.05,3.08,0.75,0.58,3.97,3.3,83.39,0.76,0.01,0.3,0.26,33.22,0.08,0.03,-0.04,-0.05,,No
F. Akumu,Rarita,,GK,Red Anchormen,No,No,RFL,20,2000,35.05,0.09,0.03,-0.02,,0.04,0,,,,-0.09,0.01,-0.09,-0.04,-0.02,,0.05,0.05,31.01,38.53,80.92,799.84,377.88,7.07,6.99,99.15,14.86,15.16,98.8,9.18,16.25,56.14,0.06,0.05,0.05,-0.07,0.14,0.02,-0.04,-0.09,0.1,0.1,-0.02,-0.07,-0.07,-0.05,-0.03,-0.03,0.01,0.19,0.13,28.6,0.27,-0.1,-0.09,-0.01,-0.05,0.06,0.06,0.1,0.07,-0.02,0.02,35.09,35.07,3149.98,34.98,1.42,1.53,5.13,3.81,75.08,0.54,0.22,0.41,0.3,31.34,0.26,0.21,0.09,-0.02,11.01,No
H. Okafor,Sobianitedrucy,1,GK,Marvelous Heels,No,Yes,D,25,1995,23.97,-0.02,-0.02,0.07,,-0.06,0.06,,,,-0.07,0.06,0.08,0.06,0.03,,0.1,0.03,504.01,667.95,75.32,15955.97,8869.02,55.01,55.93,98.16,221.91,226.06,98.13,223.04,380.95,58.45,0.02,-0.01,0.06,0.93,7.05,1.01,0.03,0.95,-0.02,-0.09,0.09,-0.06,0.08,-0.08,-0.06,0.02,0.11,0.12,0.01,50.08,0.08,0.1,-0.02,0.11,0.05,-0.02,-0.05,0.13,0.07,-0.05,0.08,24.9,25.03,2155.93,24.02,1.07,1.14,2.57,1.68,63.87,0.52,0.4,0.22,0.35,36.08,0.25,0.13,0.08,0.02,33.37,Yes
P. Kachingwe,Sobianitedrucy,1,GK,Marvelous Heels,No,Yes,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes
B. Mhamid,Rarita,,MF,Red Anchormen,No,No,RFL,23,1996,31.65,0.24,1.5,0.53,40.41,1.5,0.54,0.21,0.5,15.39,0.1,-0.06,0.01,0.17,0.25,0.15,0.04,0.08,24.85,36.86,67.71,426.21,143.53,12.66,15.93,78.83,9.63,12.51,75.52,2.46,5.88,40.33,0.27,0.31,0.03,1.93,1.14,2.07,0.53,3.56,2.22,1.02,0.87,0.86,0.44,0.58,1.55,37.23,0.94,19.93,5.61,27.62,5.33,7.05,7.57,1.15,0.06,-0.07,1.2,0.71,2.91,0.85,-0.08, , , , , , , , , , , , , , , , , , , ,No
Q. Ajiko,Rarita,,MF,Red Anchormen,No,No,B,23,1996,4.42,0.26,2.43,0.71,27.23,2.46,0.57,0.14,0.34,18.06,0.58,0.01,0.07,0.33,0.33,0.05,0.01,-0.02,20.02,30.95,64.68,380.61,144.06,9.31,11.81,79.12,6.9,8.86,77.4,3.31,7.62,44.05,0.46,0.19,0.3,1.91,2.05,1.43,0.29,3.74,1.29,0.45,0.53,0.6,0.18,0.23,1.35,16.78,1.17,14.28,2.46,17.3,3.6,5.29,5.37,1.32,-0.08,-0.02,1.37,0.87,2.26,0.49,0.1, , , , , , , , , , , , , , , , , , , ,No
I. Raut,Rarita,,MFDF,Red Anchormen,No,No,RFL,20,1999,5.03,0.02,-0.03,0.1,,-0.03,0.06,,,,-0.01,-0.03,-0.06,0.09,0.01,,0.03,-0.01,35.67,40.39,88.4,568.56,122.84,17.46,19.26,90.71,14.33,15.87,90.03,2.53,2.99,86.75,-0.09,0,0.01,0.48,1.3,0.34,0.29,1.46,1.47,1.03,0.71,0.7,-0.09,0.25,1.48,12.49,1.41,14.48,3.51,24.31,4.2,7.33,3.15,1.3,0.19,-0.03,1.25,1.15,2.73,0.89,-0.09, , , , , , , , , , , , , , , , , , , ,No
J. Maier,Rarita,,MFDF,Red Anchormen,No,No,RFL,20,2000,3.97,0.01,1.32,0.68,59.95,1.35,0.72,0.01,-0.02,17.5,0.01,0.04,0.04,0.01,0.12,0.03,-0.18,-0.11,22.02,30,73.58,354.95,123.65,10.77,13.67,79.3,8.4,10.48,80.48,2.07,3.66,57.18,-0.09,0.28,-0.11,1.05,1.74,2.23,0.57,4.64,2.27,1.8,1.46,0.29,0.46,1.64,3.05,49.95,1.47,20.07,5.32,27,7.19,7.41,5.35,1.05,0.21,-0.05,0.86,0.45,2.75,0.08,0.09, , , , , , , , , , , , , , , , , , , ,No
G. Hasan,Sobianitedrucy,1,GK,Marvelous Patriots,No,Yes,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes
K. Huang,Sobianitedrucy,1,GK,Marvelous Patriots,No,Yes,D,39,1981,1.1,0.08,0.03,-0.03,,-0.04,-0.1,,,,-0.04,0.1,-0.04,-0.05,-0.02,,-0.05,0.03,19.92,20.95,95.14,301.07,145.04,10,10.02,99.94,6.97,7.08,99.9,1.08,1.96,49.97,-0.01,-0.04,0.02,-0.01,-0.07,-0.05,-0.03,-0.02,0.07,-0.06,-0.05,0.01,-0.03,0.1,-0.05,,0,0.04,-0.02,,-0.03,0.08,0,-0.09,0.09,-0.08,0.03,0.01,0.06,-0.09,0.06,0.95,0.97,89.91,0.92,-0.06,-0.04,1.05,1,100.08,-0.01,1.07,0,0.93,100.07,0.09,0.05,-0.04,0.04,,Yes
H. Vos,Rarita,,MFFW,Red Anchormen,No,No,RFL,26,1994,12.79,0.29,1.15,0.5,37.41,1.19,0.42,0.25,0.51,14.2,0.05,-0.03,-0.06,0.07,0.19,0.09,0.14,-0.01,18.94,25.65,73.76,257.78,69,12.26,14.17,87.89,5.28,7.34,73.09,0.55,1.8,30.41,0.15,0.08,0.07,0.66,0.64,0.94,0.27,1.25,2.34,1.07,1.08,0.47,0.78,0.75,2.49,28.11,1.84,20.68,5.71,27.21,7.33,8.04,5.42,1.45,0.1,0.01,1.46,0.39,2.88,0.79,-0.02, , , , , , , , , , , , , , , , , , , ,No
Z. Cumbe,Rarita,,MFFW,Red Anchormen,No,No,RFL,35,1985,4.69,0,3.1,0.7,20.02,3.15,0.58,0.04,0,18.07,0.02,0.04,-0.04,0.25,0.22,0.09,-0.22,-0.34,61.65,83.14,74.22,1202.37,414.38,25.49,31.09,82.29,24.83,30.82,80.65,10,16.18,61.77,0.38,0.06,0.37,1.36,10.11,2.85,0.12,13.3,1.11,0.42,0.35,0.24,0.36,0.78,3.85,22.23,2.95,15.22,4.05,26.46,2.3,8.56,4.54,0.47,-0.08,-0.05,0.38,0.99,2.04,0.22,-0.08, , , , , , , , , , , , , , , , , , , ,No
C. Hamed,Sobianitedrucy,1,GK,Mighty Monkeys,No,Yes,D,23,1997,36.96,0.04,0.05,-0.08,,0.07,0.03,,,,-0.03,0.04,-0.05,-0.1,0.07,,0.04,-0.04,873.92,1256.07,69.68,28376.05,16754.97,97.94,99.95,97.95,368.95,372.01,99.27,402.98,780.09,51.67,1.07,0.43,0.56,1.05,10.08,0.07,-0.09,0.04,-0.09,0.08,0.08,0.02,0.07,0.09,0.05,-0.09,-0.01,0.2,0.11,33.37,0.13,0.08,-0.06,-0.06,0.04,-0.07,-0.02,-0.06,0.01,0.09,-0.07,37.07,37.09,3330,36.96,1.56,1.44,4.46,3.21,71.5,0.44,0.21,0.36,0.14,16.13,0.18,0.15,0.1,-0.07,22.13,Yes
C. Wahyuni,Rarita,,DF,Serious Buffaloes,No,No,RFL,38,1982,3.3,-0.05,0.62,-0.03,-0.09,0.66,0,0.06,,8.54,0.05,-0.09,0.1,-0.06,0.03,-0.05,0.05,0.02,109.97,143.98,76.39,1808.03,907.03,56.04,66.01,84.82,45.97,56.03,82.13,6.91,15.91,43.8,0.08,-0.02,0.01,0.08,4.08,0.02,0.04,8.02,2.7,1.53,1.56,1.01,0.39,0.66,1.76,33.34,1.2,15.18,4.34,27.95,6.41,6,2.71,2.47,0.61,0.07,1.82,0.62,3.37,0.67,0.1, , , , , , , , , , , , , , , , , , , ,No
F. Pagano,Rarita,,DF,Serious Buffaloes,No,No,RFL,21,1999,11.31,0.05,0.05,0.02,0.04,0.18,0.1,-0.07,,26.49,-0.05,-0.08,-0.02,-0.05,0.08,-0.02,0.09,0,337.93,458.06,73.8,6283.07,2526.9,126.92,151.1,84.08,172.95,214.98,80.56,36.06,72.98,49.28,1.08,0.23,0.71,6.09,23.04,6.08,3.1,31.08,2.13,0.79,1.51,0.42,0.09,1.12,2.35,44.37,1.3,12.07,3.37,28.59,7.48,3.8,0.97,2.41,0.24,-0.03,2.07,0.7,2.57,2.57,-0.06, , , , , , , , , , , , , , , , , , , ,No
J. Tumuhimbise,Rarita,,DF,Serious Buffaloes,No,No,RFL,19,2001,1.35,-0.08,-0.07,0.09,,-0.04,-0.05,,,,0.1,0.01,-0.1,-0.06,-0.02,,-0.1,0.01,52.97,66,80.28,1066,252.98,25.97,28.98,89.7,17.03,21.03,80.99,8.98,13.96,64.36,1.09,0.45,0.51,0.91,1.92,1.01,1.09,2.06,3.17,1.57,2.28,0.76,-0.02,0.09,-0.02,,0.1,11.4,2.3,20.1,7.69,2.35,1.6,0.68,-0.08,0.01,0.72,0.74,3.8,4.65,-0.05, , , , , , , , , , , , , , , , , , , ,No
K. Musah,Rarita,,DF,Serious Buffaloes,No,No,RFL,30,1990,17.33,0.26,0.78,0.35,53.86,0.82,0.35,0.31,0.42,22.36,0.05,0.06,0.01,-0.06,0.04,-0.07,0.07,0.21,669.97,886.93,75.42,13135.07,4942.09,264.02,299.06,88.33,282.04,350.97,80.25,106.93,197.96,54.09,0.95,1.48,-0.42,13.92,39.94,32.04,17.04,52.94,2.39,1.53,1.46,0.67,0.17,0.85,2.29,35.99,1.44,11.48,3.29,29.25,6.29,3.92,1.13,2.14,0.22,-0.01,1.9,1.22,3.53,2.05,0.07, , , , , , , , , , , , , , , , , , , ,No
K. Mwanje,Rarita,,DF,Serious Buffaloes,No,No,D,23,1997,2.07,-0.04,-0.03,-0.04,,-0.03,-0.07,,,,0,-0.09,0.09,-0.09,0.06,,-0.04,-0.07,85.92,103.07,83.42,1245.92,545.94,59.02,65.04,90.74,23.08,27.98,82.11,3.04,6.91,42.96,-0.04,0.02,-0.14,1.97,5.04,0.97,-0.07,11.93,1.43,0.5,-0.04,0.04,1.5,-0.04,0.89,-0.01,1.02,14.81,4.2,29.1,4.28,4.67,5.7,4.37,-0.03,-0.05,4.27,0.43,1.89,1.51,-0.02, , , , , , , , , , , , , , , , , , , ,No
R. Tsao,Rarita,,DF,Serious Buffaloes,No,No,RFL,26,1993,29.57,0.09,0.51,0.04,23.05,0.51,0.09,-0.08,0.01,13.63,0.08,-0.06,0,0.11,0.01,0.01,-0.06,-0.04,1114.93,1385.93,80.38,21684.02,7996.93,407,445.07,91.48,540.07,628.98,85.81,146.91,261.98,56.05,1.94,1.61,0.37,14.07,55.01,14.97,3.02,73.01,1.06,0.61,0.88,0.32,0.03,0.24,0.77,41.76,0.41,10.27,3.01,30.26,5.93,3.5,0.83,1.76,0.53,0.07,1.14,1.95,3.12,3.89,0.2, , , , , , , , , , , , , , , , , , , ,No
S. Szabó,Rarita,,DF,Serious Buffaloes,No,No,RFL,29,1991,17.42,0.14,0.38,0.23,50.05,0.47,0.25,0.25,0.46,12.86,-0.05,0.01,-0.07,0.05,0.02,0.1,0.15,0.11,653.95,772.06,84.66,13903.09,4974.99,199.95,212.91,94,339.06,375.01,90.34,110.09,174.95,62.98,0.08,0.1,-0.29,3.04,39.94,5.09,2.02,40.05,1.09,0.65,0.79,0.21,-0.06,0.15,0.95,25.01,0.66,8.05,2.58,32.32,4.35,3.3,0.46,1.64,0.89,0.02,0.86,0.91,2.09,4.01,-0.03, , , , , , , , , , , , , , , , , , , ,No
Z. Rajabi,Rarita,,DF,Serious Buffaloes,No,No,RFL,30,1990,19.68,0.07,0.43,0.07,14.28,0.39,-0.02,0.2,1.09,12.12,0.02,-0.06,-0.03,0.05,0.06,0.12,0.07,0.07,621.08,785.98,78.95,14180.99,4872.95,152.99,168.03,91.16,324.92,379.92,85.45,130.06,214.02,60.72,-0.05,0.29,-0.23,3.07,37.01,4.95,0.98,33.92,2.78,1.62,2.37,0.24,0.15,0.92,1.45,63.39,0.58,11.99,4.31,36.75,9.03,2.54,0.22,1.32,0.48,0.05,0.99,1.6,4.16,5.08,0.05, , , , , , , , , , , , , , , , , , , ,No
B. Mutasa,Rarita,,FW,Serious Buffaloes,No,No,RFL,19,2001,-0.05,0.09,0.09,-0.03,,-0.02,0.03,,,,0.08,-0.05,-0.07,0.04,-0.06,,-0.08,-0.07,7.1,8.06,87.44,95.01,15.97,5.02,4.9,99.92,2.04,3.01,66.66,-0.01,-0.01,,-0.08,-0.06,-0.06,-0.09,0.95,-0.07,0.07,0.05,0.02,0.04,-0.02,-0.05,-0.1,-0.01,-0.08,,-0.04,-0.07,0.07,,-0.03,-0.05,-0.01,0.07,-0.08,0.02,-0.04,0.06,0.08,0.04,0.01, , , , , , , , , , , , , , , , , , , ,No
G. Cou,Rarita,,FW,Serious Buffaloes,No,No,RFL,21,1999,8.43,0.2,2.7,0.89,30.43,2.66,0.85,0.09,0.22,13.64,-0.06,-0.06,0.09,0.28,0.33,0.07,-0.03,-0.02,90.04,140.93,63.88,1307.09,234.91,48.01,70.01,68.63,25.92,39.03,66.69,9.07,10.93,81.81,-0.06,0.31,-0.23,4.96,2.09,3.92,0.96,6.92,1.16,0.37,0.18,0.86,0.16,0.09,1.15,0.1,0.97,23.96,4.74,19.66,1.8,13.38,8.8,0.95,-0.08,-0.03,0.87,0.65,1.83,0.47,-0.03, , , , , , , , , , , , , , , , , , , ,No
I. Shoshan,Rarita,,FW,Serious Buffaloes,No,No,RFL,30,1990,28.54,0.2,2.69,0.97,37.21,2.57,1,0.01,0.33,15.42,0.13,0,-0.03,0.31,0.4,0.11,-0.17,-0.09,344.04,485.06,70.99,4860.04,955.07,202.05,266.05,75.82,105.07,142.95,73.34,15.07,22.01,68.16,2.1,3.88,-1.95,30.91,10.97,13.93,0.96,36.91,0.93,0.77,0.03,0.49,0.36,0.15,0.85,25.02,0.59,12.61,2.91,23.12,1.04,5.73,5.96,0.64,0.27,-0.04,0.44,0.32,1.22,0.5,-0.07, , , , , , , , , , , , , , , , , , , ,No
Z. Moreira,Rarita,,FW,Serious Buffaloes,No,No,RFL,24,1996,3.93,-0.09,2.01,0.27,12.47,2.05,0.31,-0.1,0.04,13.16,0.09,0.03,-0.08,0.19,0.28,0.02,-0.34,-0.34,52.07,84.92,61.25,760.97,125.96,29.03,47.03,61.75,17.08,23.9,70.86,3.03,5.96,50.04,-0.02,0.1,-0.04,1.91,4.91,0.01,0.08,5.07,0.58,0.31,0.26,-0.08,0.15,0.24,0.43,50.05,0.18,9.67,3.97,40.97,0.98,3.95,4.79,0.78,-0.09,0.05,0.71,0.4,1.02,1.09,-0.02, , , , , , , , , , , , , , , , , , , ,No
L. Dlamini,Rarita,,FWMF,Serious Buffaloes,No,No,RFL,19,2001,3.12,0.07,1.53,0.61,40.07,1.58,0.65,-0.06,-0.08,15.52,-0.03,-0.1,-0.01,0.12,0.13,0.07,-0.16,-0.2,53.08,75.92,69.61,733.06,221.99,34.03,40.05,85.02,13.91,23.06,60.87,3.1,6.07,50.1,0.03,-0.02,0.06,1.04,1.02,4.06,-0.05,11,0.61,0.59,0.64,-0.08,0.1,0.32,1.91,16.71,1.64,20.08,3.14,15.57,5.39,8.72,5.92,1.24,-0.06,0.04,1.21,0.37,1.01,0.23,0.03, , , , , , , , , , , , , , , , , , , ,No
B. Ampofo,Rarita,,GK,Serious Buffaloes,No,No,RFL,32,1988,1.06,0.08,0,-0.03,,-0.05,-0.01,,,,0.07,0.06,0.02,-0.06,0.06,,0.04,-0.09,25.09,31.09,80.61,628.93,296.08,5.02,6.02,83.24,11.03,11.09,100.1,9.02,14.02,64.28,-0.02,0.02,-0.07,0.01,0.09,-0.03,-0.06,0.1,-0.02,0.08,0.02,0.02,-0.09,-0.06,0.04,,-0.08,0.08,0.06,,-0.02,-0.04,0.06,-0.08,0.01,0,0.07,-0.05,-0.02,0.04,0.05,0.92,1.06,90.06,1.03,0.95,1.06,4.94,3.99,79.97,-0.09,0.94,-0.08,-0.03,0.01,-0.05,0.04,-0.09,-0.05,,No
N. Irawan,Rarita,,GK,Serious Buffaloes,No,No,RFL,24,1996,36.94,0.1,0.02,-0.07,,-0.04,-0.1,,,,-0.02,-0.05,-0.03,-0.09,0.06,,0.04,-0.05,786.1,1235.94,63.51,25589.92,14960.98,122.04,122.09,99.91,290.08,296.09,97.92,368.08,809.95,45.34,-0.03,0.08,-0.03,-0.07,5.02,0.07,-0.05,1.95,-0.05,0.01,-0.05,0.07,0.04,-0.05,0.02,,-0.02,0.07,0.04,20.01,0.06,0.09,-0.02,0.06,-0.04,0.02,-0.03,-0.04,0.08,0.04,0.1,36.93,37.05,3329.92,36.99,1.91,2.04,4.58,2.83,58.88,0.25,0.34,0.42,0.09,18.82,0.08,0.15,-0.03,0.09,20.05,No
V. Persson,Kani,,MF,Serious Buffaloes,No,No,RFL,29,1990,31.53,0.13,0.71,0.31,33.36,0.74,0.16,0.15,0.26,18.27,-0.03,-0.07,-0.06,0.13,0.11,0.16,-0.06,0.12,597.99,766.93,77.97,9436.06,2447.04,331.98,389.04,85.38,193.02,241.03,80.06,46.97,78.98,59.44,-0.05,0.46,-0.35,9.03,48.02,10.08,2.97,39.07,1.59,1.15,0.5,0.81,0.2,0.42,1.87,26.83,1.26,17.16,5.1,29.22,4.43,9.39,3.27,1.38,0.45,0,1.06,1.2,2.73,1.02,-0.1, , , , , , , , , , , , , , , , , , , ,No
B. Khatib,Rarita,,MF,Serious Buffaloes,No,No,RFL,30,1990,0.06,-0.04,0.08,0,,0,-0.04,,,,0.06,-0.05,0.05,0.05,-0.07,,0.02,-0.08,3.97,6.98,57.13,51.07,15.02,1.93,3.06,66.61,2.07,3.02,66.63,0.08,1.02,-0.05,-0.03,0.09,0.01,0.04,-0.03,-0.03,0,-0.02,0.06,-0.05,0.09,-0.08,-0.01,0.08,10.01,-0.04,10.04,30.02,-0.06,-0.04,9.96,-0.07,19.99,-0.02,-0.03,0.07,-0.07,-0.02,0.09,10.03,0.08, , , , , , , , , , , , , , , , , , , ,No
D. Kimuli,Rarita,,MF,Serious Buffaloes,No,No,RFL,28,1992,12.33,-0.03,0.87,0.23,16.64,1.03,0.06,-0.02,0.02,17.87,0.07,0.05,-0.06,0.11,0.03,0.2,-0.03,-0.01,456.07,584.06,78.05,8101.07,2249,205.03,248.08,82.77,178,218.93,81.28,58.05,84.9,68.23,-0.01,0.26,-0.26,9.02,47.91,12.98,3.01,63.93,1.23,0.74,0.76,0.3,0.09,0.55,1.3,35.26,0.79,14.68,4.23,28.6,4.69,7.59,2.39,1.25,0.14,-0.09,1.05,1.07,2.4,1.41,0, , , , , , , , , , , , , , , , , , , ,No
J. Namirembe,Rarita,,MF,Serious Buffaloes,No,No,RFL,30,1989,11.49,0.45,1.18,0.38,28.69,1.29,0.28,0.14,0.34,27.04,0.2,0.36,0.36,0.32,0.12,0.07,0.08,0.03,342.07,511.09,66.97,6759.98,2520.02,130.96,149.99,87.3,134.07,179.98,74.41,61.99,154.02,40.24,2.09,1.31,0.69,16.92,31.97,10.01,0.98,47.07,1.48,0.92,0.03,0.92,0.32,0.33,1.84,13.68,1.6,15.04,3.56,24.36,4.97,7.91,2.09,1.09,0.32,0.02,0.75,1.37,2.72,0.75,-0.05, , , , , , , , , , , , , , , , , , , ,No
J. Nurhayati,Rarita,,MF,Serious Buffaloes,No,No,RFL,33,1986,24.6,0.06,0.43,0.16,25,0.5,0.13,-0.09,0.08,18.93,0.08,-0.1,0.02,0.06,-0.01,0.01,-0.04,-0.13,673.93,877.93,76.76,11915.96,3475.07,305.96,362.1,84.45,276.91,333.05,83.29,73.96,134,55.1,2.03,1.48,0.61,16.1,53.01,21.04,9.05,77.97,2.38,1.53,1.6,0.67,0.1,1.38,3.11,46.2,1.75,20.28,5.21,25.39,8.91,8.4,2.93,2.08,0.16,0.06,1.74,1.22,3.79,1.09,-0.04, , , , , , , , , , , , , , , , , , , ,No
Q. Morrison,Rarita,,MF,Serious Buffaloes,No,No,RFL,33,1987,24.95,0.01,0.36,0.24,66.76,0.39,0.3,0.11,0.24,16.31,0.02,-0.03,-0.09,0.13,0.13,0.03,-0.04,0,1115.98,1374,81.2,21798.07,6621.96,431.09,483.07,89.14,483.05,562.98,85.73,172.07,272.06,63.17,0.98,2.8,-1.89,23.92,131.91,27.9,2.09,136.04,1.76,1.43,1.09,0.68,0.08,0.72,1.84,43.53,0.95,11.16,4.19,37.79,5.26,5.32,0.8,1.13,0.18,0.08,0.97,0.85,2.73,1.48,0.07, , , , , , , , , , , , , , , , , , , ,No
W. Dehghani,Rarita,,MF,Serious Buffaloes,No,No,RFL,18,2001,0.03,-0.06,0.05,-0.05,,-0.03,0.07,,,,0.04,-0.03,0.03,-0.06,0.09,,-0.06,-0.09,8,8,100.01,115.07,3.93,4.06,4,100.03,2.07,1.96,100.04,1.1,1.1,99.91,0,-0.1,-0.02,-0.03,0.04,-0.06,-0.05,-0.05,-0.06,-0.07,0.02,0.02,0.07,0.05,-0.07,,-0.03,9.9,0.06,-0.05,-0.05,9.93,0.01,-0.04,-0.06,-0.03,0.02,-0.06,-0.05,0.03,-0.04, , , , , , , , , , , , , , , , , , , ,No
M. Pedersen,Rarita,,MFDF,Serious Buffaloes,No,No,RFL,23,1996,4.54,0.16,1.56,0.62,42.98,1.57,0.74,0.12,0.26,14.31,0.09,0.09,-0.09,0.11,0.1,-0.01,0.17,0.15,134.03,192.94,69.48,2407.05,948.09,62.91,74.95,84.02,49.02,68.98,71.08,17.05,36.95,45.89,-0.02,-0.02,-0.08,0.98,13.04,0.91,-0.1,16.08,2.37,1.71,1.78,0.64,0.02,0.89,4.45,20.08,3.39,20.29,7.01,34.42,9.62,7.04,3.78,2.39,0.13,-0.07,2.22,1.52,3.86,1.98,-0.09, , , , , , , , , , , , , , , , , , , ,No
Z. Kakai,Rarita,,MFDF,Serious Buffaloes,No,No,RFL,26,1993,25.95,0.09,1.45,0.31,16.65,1.41,0.25,0.05,0.16,17.91,0.1,-0.05,-0.06,0.1,0.14,0.14,-0.1,-0.05,684.92,946.03,72.35,11811.93,5167.04,339.99,396.97,85.55,256.96,326.99,78.62,70.94,155.98,45.54,0.02,1.74,-1.62,22.04,66.02,34.06,16.94,108.02,1.49,0.93,0.93,0.41,0.19,0.56,1.5,36.72,1.01,14.51,3.85,25.66,6.45,5.7,2.26,1.38,0.19,-0.09,1.11,1.27,2.85,1.78,0.06, , , , , , , , , , , , , , , , , , , ,No
D. Lehner,Rarita,,MFFW,Serious Buffaloes,No,No,RFL,32,1987,8.76,0.51,1.14,0.62,50,1.17,0.61,0.29,0.65,16.31,0.08,0.16,0.02,0.24,0.15,0.13,0.24,0.1,185.03,263.99,70.08,3145,748.08,96.04,115.94,82.88,62,82.94,74.62,21.08,49.09,42.94,1.91,1.2,0.74,20.04,7.09,8.09,0.95,14.09,0.7,0.36,0.14,0.33,0.31,0.15,1.78,13.34,1.57,14.49,2.42,16.72,2.8,7.11,4.66,0.9,0.1,0.01,0.86,0.97,1.58,0.39,0.01, , , , , , , , , , , , , , , , , , , ,No
G. binti Salleh,Rarita,,MFFW,Serious Buffaloes,No,No,RFL,26,1994,17.88,0.01,2.09,0.58,31.51,2.05,0.7,0.07,0.21,16.1,-0.02,-0.09,-0.09,0.12,0.25,0.17,-0.15,-0.13,494.96,625.05,79.21,8718.98,2240.07,231.91,267.05,86.88,173.08,211.06,82.05,68.05,105.98,64.15,4.06,3.58,0.41,38.97,29.09,30.92,6.98,55.97,1.01,0.48,0.46,0.33,0.41,0.48,1.69,30.9,1.07,11.01,2.67,24.96,2.59,4.12,4.35,0.75,0,-0.08,0.88,0.33,1.31,0.71,-0.09, , , , , , , , , , , , , , , , , , , ,No
L. Mandala,Rarita,,MFFW,Serious Buffaloes,No,No,RFL,30,1990,4.08,0.33,2.68,0.23,9.15,2.76,0.16,0.01,1.03,20.63,0.01,-0.03,0,0.14,-0.01,0.1,0.15,0.17,156.02,208.07,75.09,2775.09,718.01,73.97,79.92,92.57,61.98,74.03,83.78,17.09,43.96,38.67,0.99,1.31,-0.27,12.07,11.92,13.99,1.01,22.96,1,0.57,0.57,0.19,0.16,0.28,1.24,19.95,1.05,9.77,3.7,38.6,2.94,3.67,2.95,0.83,0.22,0.09,0.53,0.76,1.68,0.51,-0.02, , , , , , , , , , , , , , , , , , , ,No
